observation_date,calendar_year,team_abbreviation,team_name,conference,team_strength_index,is_game_day,opponent_abbreviation,points_for,points_against,win_flag,point_differential
2024-08-13,2024,DEN,Denver Nuggets,Western,108.25,0,,,,,
2024-08-13,2024,GSW,Golden State Warriors,Western,104.00,0,,,,,
2024-08-13,2024,LAL,Los Angeles Lakers,Western,104.49,0,,,,,
2024-08-14,2024,BOS,Boston Celtics,Eastern,109.43,0,,,,,
2024-08-14,2024,MIA,Miami Heat,Eastern,101.26,0,,,,,
2024-08-14,2024,MIL,Milwaukee Bucks,Eastern,103.65,0,,,,,
2024-08-14,2024,DEN,Denver Nuggets,Western,107.93,0,,,,,
2024-08-14,2024,GSW,Golden State Warriors,Western,102.83,0,,,,,
2024-08-14,2024,LAL,Los Angeles Lakers,Western,104.37,0,,,,,
2024-08-15,2024,BOS,Boston Celtics,Eastern,109.60,0,,,,,
2024-08-15,2024,MIA,Miami Heat,Eastern,102.31,0,,,,,
2024-08-15,2024,MIL,Milwaukee Bucks,Eastern,102.23,0,,,,,
2024-08-15,2024,DEN,Denver Nuggets,Western,107.91,0,,,,,
2024-08-15,2024,GSW,Golden State Warriors,Western,102.89,0,,,,,
2024-08-15,2024,LAL,Los Angeles Lakers,Western,104.76,0,,,,,
2024-08-16,2024,BOS,Boston Celtics,Eastern,109.45,0,,,,,
2024-08-16,2024,MIA,Miami Heat,Eastern,101.39,0,,,,,
2024-08-16,2024,MIL,Milwaukee Bucks,Eastern,102.53,0,,,,,
2024-08-16,2024,DEN,Denver Nuggets,Western,107.78,0,,,,,
2024-08-16,2024,GSW,Golden State Warriors,Western,104.20,0,,,,,
2024-08-16,2024,LAL,Los Angeles Lakers,Western,106.20,0,,,,,
2024-08-17,2024,BOS,Boston Celtics,Eastern,108.70,0,,,,,
2024-08-17,2024,MIA,Miami Heat,Eastern,101.82,0,,,,,
2024-08-17,2024,MIL,Milwaukee Bucks,Eastern,102.58,0,,,,,
2024-08-17,2024,DEN,Denver Nuggets,Western,108.44,0,,,,,
2024-08-17,2024,GSW,Golden State Warriors,Western,103.72,0,,,,,
2024-08-17,2024,LAL,Los Angeles Lakers,Western,105.41,0,,,,,
2024-08-18,2024,BOS,Boston Celtics,Eastern,109.26,0,,,,,
2024-08-18,2024,MIA,Miami Heat,Eastern,101.44,0,,,,,
2024-08-18,2024,MIL,Milwaukee Bucks,Eastern,102.57,0,,,,,
2024-08-18,2024,DEN,Denver Nuggets,Western,108.45,0,,,,,
2024-08-18,2024,GSW,Golden State Warriors,Western,103.39,0,,,,,
2024-08-18,2024,LAL,Los Angeles Lakers,Western,105.44,0,,,,,
2024-08-19,2024,BOS,Boston Celtics,Eastern,109.25,0,,,,,
2024-08-19,2024,MIA,Miami Heat,Eastern,102.13,0,,,,,
2024-08-19,2024,MIL,Milwaukee Bucks,Eastern,102.99,0,,,,,
2024-08-19,2024,DEN,Denver Nuggets,Western,106.95,0,,,,,
2024-08-19,2024,GSW,Golden State Warriors,Western,102.83,0,,,,,
2024-08-19,2024,LAL,Los Angeles Lakers,Western,105.83,0,,,,,
2024-08-20,2024,BOS,Boston Celtics,Eastern,110.27,0,,,,,
2024-08-20,2024,MIA,Miami Heat,Eastern,102.63,0,,,,,
2024-08-20,2024,MIL,Milwaukee Bucks,Eastern,102.97,0,,,,,
2024-08-20,2024,DEN,Denver Nuggets,Western,108.18,0,,,,,
2024-08-20,2024,GSW,Golden State Warriors,Western,103.78,0,,,,,
2024-08-20,2024,LAL,Los Angeles Lakers,Western,105.41,0,,,,,
2024-08-21,2024,BOS,Boston Celtics,Eastern,109.97,0,,,,,
2024-08-21,2024,MIA,Miami Heat,Eastern,102.43,0,,,,,
2024-08-21,2024,MIL,Milwaukee Bucks,Eastern,102.54,0,,,,,
2024-08-21,2024,DEN,Denver Nuggets,Western,107.19,0,,,,,
2024-08-21,2024,GSW,Golden State Warriors,Western,103.55,0,,,,,
2024-08-21,2024,LAL,Los Angeles Lakers,Western,106.18,0,,,,,
2024-08-22,2024,BOS,Boston Celtics,Eastern,109.94,0,,,,,
2024-08-22,2024,MIA,Miami Heat,Eastern,101.98,0,,,,,
2024-08-22,2024,MIL,Milwaukee Bucks,Eastern,103.63,0,,,,,
2024-08-22,2024,DEN,Denver Nuggets,Western,107.83,0,,,,,
2024-08-22,2024,GSW,Golden State Warriors,Western,103.64,0,,,,,
2024-08-22,2024,LAL,Los Angeles Lakers,Western,106.07,0,,,,,
2024-08-23,2024,BOS,Boston Celtics,Eastern,110.48,0,,,,,
2024-08-23,2024,MIA,Miami Heat,Eastern,102.81,0,,,,,
2024-08-23,2024,MIL,Milwaukee Bucks,Eastern,102.74,0,,,,,
2024-08-23,2024,DEN,Denver Nuggets,Western,108.19,0,,,,,
2024-08-23,2024,GSW,Golden State Warriors,Western,102.89,0,,,,,
2024-08-23,2024,LAL,Los Angeles Lakers,Western,106.51,0,,,,,
2024-08-24,2024,BOS,Boston Celtics,Eastern,110.04,0,,,,,
2024-08-24,2024,MIA,Miami Heat,Eastern,101.49,0,,,,,
2024-08-24,2024,MIL,Milwaukee Bucks,Eastern,103.23,0,,,,,
2024-08-24,2024,DEN,Denver Nuggets,Western,108.15,0,,,,,
2024-08-24,2024,GSW,Golden State Warriors,Western,103.00,0,,,,,
2024-08-24,2024,LAL,Los Angeles Lakers,Western,105.20,0,,,,,
2024-08-25,2024,BOS,Boston Celtics,Eastern,108.97,0,,,,,
2024-08-25,2024,MIA,Miami Heat,Eastern,102.60,0,,,,,
2024-08-25,2024,MIL,Milwaukee Bucks,Eastern,102.84,0,,,,,
2024-08-25,2024,DEN,Denver Nuggets,Western,107.69,0,,,,,
2024-08-25,2024,GSW,Golden State Warriors,Western,103.35,0,,,,,
2024-08-25,2024,LAL,Los Angeles Lakers,Western,106.37,0,,,,,
2024-08-26,2024,BOS,Boston Celtics,Eastern,109.06,0,,,,,
2024-08-26,2024,MIA,Miami Heat,Eastern,101.86,0,,,,,
2024-08-26,2024,MIL,Milwaukee Bucks,Eastern,102.38,0,,,,,
2024-08-26,2024,DEN,Denver Nuggets,Western,107.63,0,,,,,
2024-08-26,2024,GSW,Golden State Warriors,Western,103.40,0,,,,,
2024-08-26,2024,LAL,Los Angeles Lakers,Western,106.08,0,,,,,
2024-08-27,2024,BOS,Boston Celtics,Eastern,110.26,0,,,,,
2024-08-27,2024,MIA,Miami Heat,Eastern,102.00,0,,,,,
2024-08-27,2024,MIL,Milwaukee Bucks,Eastern,103.28,0,,,,,
2024-08-27,2024,DEN,Denver Nuggets,Western,107.39,0,,,,,
2024-08-27,2024,GSW,Golden State Warriors,Western,103.30,0,,,,,
2024-08-27,2024,LAL,Los Angeles Lakers,Western,106.93,0,,,,,
2024-08-28,2024,BOS,Boston Celtics,Eastern,109.87,0,,,,,
2024-08-28,2024,MIA,Miami Heat,Eastern,102.88,0,,,,,
2024-08-28,2024,MIL,Milwaukee Bucks,Eastern,102.90,0,,,,,
2024-08-28,2024,DEN,Denver Nuggets,Western,107.62,0,,,,,
2024-08-28,2024,GSW,Golden State Warriors,Western,104.24,0,,,,,
2024-08-28,2024,LAL,Los Angeles Lakers,Western,106.94,0,,,,,
2024-08-29,2024,BOS,Boston Celtics,Eastern,109.41,0,,,,,
2024-08-29,2024,MIA,Miami Heat,Eastern,101.78,0,,,,,
2024-08-29,2024,MIL,Milwaukee Bucks,Eastern,101.75,0,,,,,
2024-08-29,2024,DEN,Denver Nuggets,Western,107.55,0,,,,,
2024-08-29,2024,GSW,Golden State Warriors,Western,103.21,0,,,,,
2024-08-29,2024,LAL,Los Angeles Lakers,Western,106.49,0,,,,,
2024-08-30,2024,BOS,Boston Celtics,Eastern,109.80,0,,,,,
2024-08-30,2024,MIA,Miami Heat,Eastern,101.32,0,,,,,
2024-08-30,2024,MIL,Milwaukee Bucks,Eastern,102.06,0,,,,,
2024-08-30,2024,DEN,Denver Nuggets,Western,108.14,0,,,,,
2024-08-30,2024,GSW,Golden State Warriors,Western,104.55,0,,,,,
2024-08-30,2024,LAL,Los Angeles Lakers,Western,106.06,0,,,,,
2024-08-31,2024,BOS,Boston Celtics,Eastern,109.29,0,,,,,
2024-08-31,2024,MIA,Miami Heat,Eastern,102.72,0,,,,,
2024-08-31,2024,MIL,Milwaukee Bucks,Eastern,101.60,0,,,,,
2024-08-31,2024,DEN,Denver Nuggets,Western,107.42,0,,,,,
2024-08-31,2024,GSW,Golden State Warriors,Western,104.76,0,,,,,
2024-08-31,2024,LAL,Los Angeles Lakers,Western,106.41,0,,,,,
2024-09-01,2024,BOS,Boston Celtics,Eastern,110.24,0,,,,,
2024-09-01,2024,MIA,Miami Heat,Eastern,101.05,0,,,,,
2024-09-01,2024,MIL,Milwaukee Bucks,Eastern,101.66,0,,,,,
2024-09-01,2024,DEN,Denver Nuggets,Western,108.26,0,,,,,
2024-09-01,2024,GSW,Golden State Warriors,Western,103.55,0,,,,,
2024-09-01,2024,LAL,Los Angeles Lakers,Western,107.37,0,,,,,
2024-09-02,2024,BOS,Boston Celtics,Eastern,110.39,0,,,,,
2024-09-02,2024,MIA,Miami Heat,Eastern,102.09,0,,,,,
2024-09-02,2024,MIL,Milwaukee Bucks,Eastern,102.39,0,,,,,
2024-09-02,2024,DEN,Denver Nuggets,Western,107.42,0,,,,,
2024-09-02,2024,GSW,Golden State Warriors,Western,103.44,0,,,,,
2024-09-02,2024,LAL,Los Angeles Lakers,Western,106.46,0,,,,,
2024-09-03,2024,BOS,Boston Celtics,Eastern,110.35,0,,,,,
2024-09-03,2024,MIA,Miami Heat,Eastern,101.83,0,,,,,
2024-09-03,2024,MIL,Milwaukee Bucks,Eastern,102.61,0,,,,,
2024-09-03,2024,DEN,Denver Nuggets,Western,108.44,0,,,,,
2024-09-03,2024,GSW,Golden State Warriors,Western,105.08,0,,,,,
2024-09-03,2024,LAL,Los Angeles Lakers,Western,106.18,0,,,,,
2024-09-04,2024,BOS,Boston Celtics,Eastern,109.10,0,,,,,
2024-09-04,2024,MIA,Miami Heat,Eastern,101.43,0,,,,,
2024-09-04,2024,MIL,Milwaukee Bucks,Eastern,101.49,0,,,,,
2024-09-04,2024,DEN,Denver Nuggets,Western,107.64,0,,,,,
2024-09-04,2024,GSW,Golden State Warriors,Western,103.67,0,,,,,
2024-09-04,2024,LAL,Los Angeles Lakers,Western,106.66,0,,,,,
2024-09-05,2024,BOS,Boston Celtics,Eastern,109.79,0,,,,,
2024-09-05,2024,MIA,Miami Heat,Eastern,101.04,0,,,,,
2024-09-05,2024,MIL,Milwaukee Bucks,Eastern,102.26,0,,,,,
2024-09-05,2024,DEN,Denver Nuggets,Western,107.34,0,,,,,
2024-09-05,2024,GSW,Golden State Warriors,Western,105.31,0,,,,,
2024-09-05,2024,LAL,Los Angeles Lakers,Western,108.04,0,,,,,
2024-09-06,2024,BOS,Boston Celtics,Eastern,109.65,0,,,,,
2024-09-06,2024,MIA,Miami Heat,Eastern,101.94,0,,,,,
2024-09-06,2024,MIL,Milwaukee Bucks,Eastern,102.71,0,,,,,
2024-09-06,2024,DEN,Denver Nuggets,Western,107.06,0,,,,,
2024-09-06,2024,GSW,Golden State Warriors,Western,104.09,0,,,,,
2024-09-06,2024,LAL,Los Angeles Lakers,Western,106.50,0,,,,,
2024-09-07,2024,BOS,Boston Celtics,Eastern,109.86,0,,,,,
2024-09-07,2024,MIA,Miami Heat,Eastern,101.60,0,,,,,
2024-09-07,2024,MIL,Milwaukee Bucks,Eastern,102.23,0,,,,,
2024-09-07,2024,DEN,Denver Nuggets,Western,107.52,0,,,,,
2024-09-07,2024,GSW,Golden State Warriors,Western,105.16,0,,,,,
2024-09-07,2024,LAL,Los Angeles Lakers,Western,107.06,0,,,,,
2024-09-08,2024,BOS,Boston Celtics,Eastern,109.64,0,,,,,
2024-09-08,2024,MIA,Miami Heat,Eastern,101.85,0,,,,,
2024-09-08,2024,MIL,Milwaukee Bucks,Eastern,102.14,0,,,,,
2024-09-08,2024,DEN,Denver Nuggets,Western,108.26,0,,,,,
2024-09-08,2024,GSW,Golden State Warriors,Western,105.64,0,,,,,
2024-09-08,2024,LAL,Los Angeles Lakers,Western,107.20,0,,,,,
2024-09-09,2024,BOS,Boston Celtics,Eastern,108.77,0,,,,,
2024-09-09,2024,MIA,Miami Heat,Eastern,101.22,0,,,,,
2024-09-09,2024,MIL,Milwaukee Bucks,Eastern,101.53,0,,,,,
2024-09-09,2024,DEN,Denver Nuggets,Western,107.01,0,,,,,
2024-09-09,2024,GSW,Golden State Warriors,Western,104.38,0,,,,,
2024-09-09,2024,LAL,Los Angeles Lakers,Western,106.70,0,,,,,
2024-09-10,2024,BOS,Boston Celtics,Eastern,109.68,0,,,,,
2024-09-10,2024,MIA,Miami Heat,Eastern,100.18,0,,,,,
2024-09-10,2024,MIL,Milwaukee Bucks,Eastern,101.48,0,,,,,
2024-09-10,2024,DEN,Denver Nuggets,Western,108.68,0,,,,,
2024-09-10,2024,GSW,Golden State Warriors,Western,105.58,0,,,,,
2024-09-10,2024,LAL,Los Angeles Lakers,Western,106.85,0,,,,,
2024-09-11,2024,BOS,Boston Celtics,Eastern,109.67,0,,,,,
2024-09-11,2024,MIA,Miami Heat,Eastern,100.75,0,,,,,
2024-09-11,2024,MIL,Milwaukee Bucks,Eastern,101.91,0,,,,,
2024-09-11,2024,DEN,Denver Nuggets,Western,108.32,0,,,,,
2024-09-11,2024,GSW,Golden State Warriors,Western,105.35,0,,,,,
2024-09-11,2024,LAL,Los Angeles Lakers,Western,107.56,0,,,,,
2024-09-12,2024,BOS,Boston Celtics,Eastern,108.84,0,,,,,
2024-09-12,2024,MIA,Miami Heat,Eastern,101.05,0,,,,,
2024-09-12,2024,MIL,Milwaukee Bucks,Eastern,101.99,0,,,,,
2024-09-12,2024,DEN,Denver Nuggets,Western,107.45,0,,,,,
2024-09-12,2024,GSW,Golden State Warriors,Western,105.82,0,,,,,
2024-09-12,2024,LAL,Los Angeles Lakers,Western,108.46,0,,,,,
2024-09-13,2024,BOS,Boston Celtics,Eastern,110.04,0,,,,,
2024-09-13,2024,MIA,Miami Heat,Eastern,100.95,0,,,,,
2024-09-13,2024,MIL,Milwaukee Bucks,Eastern,101.08,0,,,,,
2024-09-13,2024,DEN,Denver Nuggets,Western,108.04,0,,,,,
2024-09-13,2024,GSW,Golden State Warriors,Western,105.47,0,,,,,
2024-09-13,2024,LAL,Los Angeles Lakers,Western,107.54,0,,,,,
2024-09-14,2024,BOS,Boston Celtics,Eastern,109.22,0,,,,,
2024-09-14,2024,MIA,Miami Heat,Eastern,100.41,0,,,,,
2024-09-14,2024,MIL,Milwaukee Bucks,Eastern,101.86,0,,,,,
2024-09-14,2024,DEN,Denver Nuggets,Western,107.47,0,,,,,
2024-09-14,2024,GSW,Golden State Warriors,Western,106.31,0,,,,,
2024-09-14,2024,LAL,Los Angeles Lakers,Western,107.77,0,,,,,
2024-09-15,2024,BOS,Boston Celtics,Eastern,109.28,0,,,,,
2024-09-15,2024,MIA,Miami Heat,Eastern,100.28,0,,,,,
2024-09-15,2024,MIL,Milwaukee Bucks,Eastern,101.15,0,,,,,
2024-09-15,2024,DEN,Denver Nuggets,Western,108.68,0,,,,,
2024-09-15,2024,GSW,Golden State Warriors,Western,106.43,0,,,,,
2024-09-15,2024,LAL,Los Angeles Lakers,Western,108.78,0,,,,,
2024-09-16,2024,BOS,Boston Celtics,Eastern,109.52,0,,,,,
2024-09-16,2024,MIA,Miami Heat,Eastern,99.97,0,,,,,
2024-09-16,2024,MIL,Milwaukee Bucks,Eastern,102.38,0,,,,,
2024-09-16,2024,DEN,Denver Nuggets,Western,108.97,0,,,,,
2024-09-16,2024,GSW,Golden State Warriors,Western,106.74,0,,,,,
2024-09-16,2024,LAL,Los Angeles Lakers,Western,107.72,0,,,,,
2024-09-17,2024,BOS,Boston Celtics,Eastern,109.18,0,,,,,
2024-09-17,2024,MIA,Miami Heat,Eastern,100.13,0,,,,,
2024-09-17,2024,MIL,Milwaukee Bucks,Eastern,101.23,0,,,,,
2024-09-17,2024,DEN,Denver Nuggets,Western,108.22,0,,,,,
2024-09-17,2024,GSW,Golden State Warriors,Western,105.67,0,,,,,
2024-09-17,2024,LAL,Los Angeles Lakers,Western,108.21,0,,,,,
2024-09-18,2024,BOS,Boston Celtics,Eastern,108.78,0,,,,,
2024-09-18,2024,MIA,Miami Heat,Eastern,99.98,0,,,,,
2024-09-18,2024,MIL,Milwaukee Bucks,Eastern,101.91,0,,,,,
2024-09-18,2024,DEN,Denver Nuggets,Western,109.09,0,,,,,
2024-09-18,2024,GSW,Golden State Warriors,Western,106.50,0,,,,,
2024-09-18,2024,LAL,Los Angeles Lakers,Western,108.31,0,,,,,
2024-09-19,2024,BOS,Boston Celtics,Eastern,109.34,0,,,,,
2024-09-19,2024,MIA,Miami Heat,Eastern,100.49,0,,,,,
2024-09-19,2024,MIL,Milwaukee Bucks,Eastern,102.27,0,,,,,
2024-09-19,2024,DEN,Denver Nuggets,Western,108.83,0,,,,,
2024-09-19,2024,GSW,Golden State Warriors,Western,106.24,0,,,,,
2024-09-19,2024,LAL,Los Angeles Lakers,Western,107.66,0,,,,,
2024-09-20,2024,BOS,Boston Celtics,Eastern,108.78,0,,,,,
2024-09-20,2024,MIA,Miami Heat,Eastern,99.69,0,,,,,
2024-09-20,2024,MIL,Milwaukee Bucks,Eastern,102.39,0,,,,,
2024-09-20,2024,DEN,Denver Nuggets,Western,108.63,0,,,,,
2024-09-20,2024,GSW,Golden State Warriors,Western,106.72,0,,,,,
2024-09-20,2024,LAL,Los Angeles Lakers,Western,108.41,0,,,,,
2024-09-21,2024,BOS,Boston Celtics,Eastern,109.19,0,,,,,
2024-09-21,2024,MIA,Miami Heat,Eastern,100.45,0,,,,,
2024-09-21,2024,MIL,Milwaukee Bucks,Eastern,102.29,0,,,,,
2024-09-21,2024,DEN,Denver Nuggets,Western,108.97,0,,,,,
2024-09-21,2024,GSW,Golden State Warriors,Western,106.33,0,,,,,
2024-09-21,2024,LAL,Los Angeles Lakers,Western,108.88,0,,,,,
2024-09-22,2024,BOS,Boston Celtics,Eastern,108.72,0,,,,,
2024-09-22,2024,MIA,Miami Heat,Eastern,99.53,0,,,,,
2024-09-22,2024,MIL,Milwaukee Bucks,Eastern,102.00,0,,,,,
2024-09-22,2024,DEN,Denver Nuggets,Western,110.24,0,,,,,
2024-09-22,2024,GSW,Golden State Warriors,Western,107.06,0,,,,,
2024-09-22,2024,LAL,Los Angeles Lakers,Western,108.73,0,,,,,
2024-09-23,2024,BOS,Boston Celtics,Eastern,108.75,0,,,,,
2024-09-23,2024,MIA,Miami Heat,Eastern,100.46,0,,,,,
2024-09-23,2024,MIL,Milwaukee Bucks,Eastern,101.35,0,,,,,
2024-09-23,2024,DEN,Denver Nuggets,Western,110.21,0,,,,,
2024-09-23,2024,GSW,Golden State Warriors,Western,106.17,0,,,,,
2024-09-23,2024,LAL,Los Angeles Lakers,Western,108.11,0,,,,,
2024-09-24,2024,BOS,Boston Celtics,Eastern,107.67,0,,,,,
2024-09-24,2024,MIA,Miami Heat,Eastern,99.58,0,,,,,
2024-09-24,2024,MIL,Milwaukee Bucks,Eastern,102.54,0,,,,,
2024-09-24,2024,DEN,Denver Nuggets,Western,110.05,0,,,,,
2024-09-24,2024,GSW,Golden State Warriors,Western,107.43,0,,,,,
2024-09-24,2024,LAL,Los Angeles Lakers,Western,108.23,0,,,,,
2024-09-25,2024,BOS,Boston Celtics,Eastern,108.08,0,,,,,
2024-09-25,2024,MIA,Miami Heat,Eastern,99.19,0,,,,,
2024-09-25,2024,MIL,Milwaukee Bucks,Eastern,102.72,0,,,,,
2024-09-25,2024,DEN,Denver Nuggets,Western,109.91,0,,,,,
2024-09-25,2024,GSW,Golden State Warriors,Western,107.07,0,,,,,
2024-09-25,2024,LAL,Los Angeles Lakers,Western,108.20,0,,,,,
2024-09-26,2024,BOS,Boston Celtics,Eastern,107.28,0,,,,,
2024-09-26,2024,MIA,Miami Heat,Eastern,100.62,0,,,,,
2024-09-26,2024,MIL,Milwaukee Bucks,Eastern,102.81,0,,,,,
2024-09-26,2024,DEN,Denver Nuggets,Western,109.26,0,,,,,
2024-09-26,2024,GSW,Golden State Warriors,Western,107.45,0,,,,,
2024-09-26,2024,LAL,Los Angeles Lakers,Western,107.83,0,,,,,
2024-09-27,2024,BOS,Boston Celtics,Eastern,108.23,0,,,,,
2024-09-27,2024,MIA,Miami Heat,Eastern,99.54,0,,,,,
2024-09-27,2024,MIL,Milwaukee Bucks,Eastern,101.86,0,,,,,
2024-09-27,2024,DEN,Denver Nuggets,Western,110.54,0,,,,,
2024-09-27,2024,GSW,Golden State Warriors,Western,107.09,0,,,,,
2024-09-27,2024,LAL,Los Angeles Lakers,Western,108.66,0,,,,,
2024-09-28,2024,BOS,Boston Celtics,Eastern,108.07,0,,,,,
2024-09-28,2024,MIA,Miami Heat,Eastern,99.85,0,,,,,
2024-09-28,2024,MIL,Milwaukee Bucks,Eastern,102.59,0,,,,,
2024-09-28,2024,DEN,Denver Nuggets,Western,110.70,0,,,,,
2024-09-28,2024,GSW,Golden State Warriors,Western,106.68,0,,,,,
2024-09-28,2024,LAL,Los Angeles Lakers,Western,108.52,0,,,,,
2024-09-29,2024,BOS,Boston Celtics,Eastern,106.84,0,,,,,
2024-09-29,2024,MIA,Miami Heat,Eastern,99.30,0,,,,,
2024-09-29,2024,MIL,Milwaukee Bucks,Eastern,102.30,0,,,,,
2024-09-29,2024,DEN,Denver Nuggets,Western,111.34,0,,,,,
2024-09-29,2024,GSW,Golden State Warriors,Western,107.95,0,,,,,
2024-09-29,2024,LAL,Los Angeles Lakers,Western,107.32,0,,,,,
2024-09-30,2024,BOS,Boston Celtics,Eastern,107.11,0,,,,,
2024-09-30,2024,MIA,Miami Heat,Eastern,100.15,0,,,,,
2024-09-30,2024,MIL,Milwaukee Bucks,Eastern,102.86,0,,,,,
2024-09-30,2024,DEN,Denver Nuggets,Western,111.01,0,,,,,
2024-09-30,2024,GSW,Golden State Warriors,Western,107.97,0,,,,,
2024-09-30,2024,LAL,Los Angeles Lakers,Western,106.88,0,,,,,
2024-10-01,2024,BOS,Boston Celtics,Eastern,106.82,0,,,,,
2024-10-01,2024,MIA,Miami Heat,Eastern,99.02,0,,,,,
2024-10-01,2024,MIL,Milwaukee Bucks,Eastern,101.22,1,MIA,99,113,0,-14
2024-10-01,2024,DEN,Denver Nuggets,Western,111.25,0,,,,,
2024-10-01,2024,GSW,Golden State Warriors,Western,106.90,0,,,,,
2024-10-01,2024,LAL,Los Angeles Lakers,Western,106.73,1,GSW,102,130,0,-28
2024-10-02,2024,BOS,Boston Celtics,Eastern,106.22,1,MIA,108,128,0,-20
2024-10-02,2024,MIA,Miami Heat,Eastern,99.42,0,,,,,
2024-10-02,2024,MIL,Milwaukee Bucks,Eastern,103.83,0,,,,,
2024-10-02,2024,DEN,Denver Nuggets,Western,111.66,1,GSW,103,96,1,7
2024-10-02,2024,GSW,Golden State Warriors,Western,108.37,0,,,,,
2024-10-02,2024,LAL,Los Angeles Lakers,Western,108.13,0,,,,,
2024-10-03,2024,BOS,Boston Celtics,Eastern,106.50,0,,,,,
2024-10-03,2024,MIA,Miami Heat,Eastern,100.94,1,MIL,130,96,1,34
2024-10-03,2024,MIL,Milwaukee Bucks,Eastern,103.73,0,,,,,
2024-10-03,2024,DEN,Denver Nuggets,Western,110.94,0,,,,,
2024-10-03,2024,GSW,Golden State Warriors,Western,108.22,1,LAL,126,128,0,-2
2024-10-03,2024,LAL,Los Angeles Lakers,Western,108.27,0,,,,,
2024-10-04,2024,BOS,Boston Celtics,Eastern,107.46,0,,,,,
2024-10-04,2024,MIA,Miami Heat,Eastern,99.03,0,,,,,
2024-10-04,2024,MIL,Milwaukee Bucks,Eastern,104.84,1,DEN,128,111,1,17
2024-10-04,2024,DEN,Denver Nuggets,Western,112.28,0,,,,,
2024-10-04,2024,GSW,Golden State Warriors,Western,107.12,0,,,,,
2024-10-04,2024,LAL,Los Angeles Lakers,Western,108.64,1,BOS,121,100,1,21
2024-10-05,2024,BOS,Boston Celtics,Eastern,107.02,1,MIA,114,113,1,1
2024-10-05,2024,MIA,Miami Heat,Eastern,99.04,0,,,,,
2024-10-05,2024,MIL,Milwaukee Bucks,Eastern,104.44,0,,,,,
2024-10-05,2024,DEN,Denver Nuggets,Western,113.66,1,GSW,130,96,1,34
2024-10-05,2024,GSW,Golden State Warriors,Western,107.57,0,,,,,
2024-10-05,2024,LAL,Los Angeles Lakers,Western,107.13,0,,,,,
2024-10-06,2024,BOS,Boston Celtics,Eastern,106.34,0,,,,,
2024-10-06,2024,MIA,Miami Heat,Eastern,100.17,1,MIL,121,127,0,-6
2024-10-06,2024,MIL,Milwaukee Bucks,Eastern,102.89,0,,,,,
2024-10-06,2024,DEN,Denver Nuggets,Western,111.30,0,,,,,
2024-10-06,2024,GSW,Golden State Warriors,Western,108.40,1,LAL,129,128,1,1
2024-10-06,2024,LAL,Los Angeles Lakers,Western,106.36,0,,,,,
2024-10-07,2024,BOS,Boston Celtics,Eastern,106.72,0,,,,,
2024-10-07,2024,MIA,Miami Heat,Eastern,99.17,0,,,,,
2024-10-07,2024,MIL,Milwaukee Bucks,Eastern,104.60,1,DEN,122,97,1,25
2024-10-07,2024,DEN,Denver Nuggets,Western,112.44,0,,,,,
2024-10-07,2024,GSW,Golden State Warriors,Western,107.79,0,,,,,
2024-10-07,2024,LAL,Los Angeles Lakers,Western,108.23,1,BOS,127,97,1,30
2024-10-08,2024,BOS,Boston Celtics,Eastern,106.81,1,MIL,123,120,1,3
2024-10-08,2024,MIA,Miami Heat,Eastern,100.30,0,,,,,
2024-10-08,2024,MIL,Milwaukee Bucks,Eastern,104.44,0,,,,,
2024-10-08,2024,DEN,Denver Nuggets,Western,111.62,1,LAL,112,114,0,-2
2024-10-08,2024,GSW,Golden State Warriors,Western,108.46,0,,,,,
2024-10-08,2024,LAL,Los Angeles Lakers,Western,106.67,0,,,,,
2024-10-09,2024,BOS,Boston Celtics,Eastern,105.84,0,,,,,
2024-10-09,2024,MIA,Miami Heat,Eastern,101.36,1,DEN,123,105,1,18
2024-10-09,2024,MIL,Milwaukee Bucks,Eastern,104.09,0,,,,,
2024-10-09,2024,DEN,Denver Nuggets,Western,111.93,0,,,,,
2024-10-09,2024,GSW,Golden State Warriors,Western,109.39,1,BOS,119,110,1,9
2024-10-09,2024,LAL,Los Angeles Lakers,Western,106.37,0,,,,,
2024-10-10,2024,BOS,Boston Celtics,Eastern,106.36,0,,,,,
2024-10-10,2024,MIA,Miami Heat,Eastern,101.02,0,,,,,
2024-10-10,2024,MIL,Milwaukee Bucks,Eastern,102.92,1,GSW,115,127,0,-12
2024-10-10,2024,DEN,Denver Nuggets,Western,113.13,0,,,,,
2024-10-10,2024,GSW,Golden State Warriors,Western,107.78,0,,,,,
2024-10-10,2024,LAL,Los Angeles Lakers,Western,104.71,1,MIA,110,121,0,-11
2024-10-11,2024,BOS,Boston Celtics,Eastern,107.06,1,DEN,110,103,1,7
2024-10-11,2024,MIA,Miami Heat,Eastern,99.46,0,,,,,
2024-10-11,2024,MIL,Milwaukee Bucks,Eastern,104.88,0,,,,,
2024-10-11,2024,DEN,Denver Nuggets,Western,112.00,1,BOS,109,110,0,-1
2024-10-11,2024,GSW,Golden State Warriors,Western,107.50,0,,,,,
2024-10-11,2024,LAL,Los Angeles Lakers,Western,106.43,0,,,,,
2024-10-12,2024,BOS,Boston Celtics,Eastern,106.64,0,,,,,
2024-10-12,2024,MIA,Miami Heat,Eastern,100.95,1,GSW,124,127,0,-3
2024-10-12,2024,MIL,Milwaukee Bucks,Eastern,104.56,0,,,,,
